#window_start	syn_rate_alternate_model	syn_rate_null_model	nonsynonymous_rate_alternate_model	nonsynonymous_rate_null_model	log_likelihood_alternate_model	log_likelihood_null_model	n_local_params_alternate_model	n_local_params_null_model	LRT	p_value	p_adj_bonf	classification
62	0.7013830713508794	1	0.8064035355554406	0.8030674628566451	-634.5564178002988	-637.7939273258553	2	1	6.475019051112895	0.0109401141169829	1.0	normal
63	0.9021716878747016	1	0.8558193778176018	0.8546300970120043	-698.4938356282488	-698.7979683372964	2	1	0.6082654180952431	0.4354416593903835	1.0	normal
64	0.876357003626758	1	0.9015689204124228	0.9001909162559438	-702.0997601209694	-702.5387361757284	2	1	0.8779521095179916	0.3487631942330706	1.0	normal
65	0.8623618032840178	1	0.8730982501163085	0.8718992727554458	-686.232061347626	-686.7896618249521	2	1	1.115200954652209	0.2909541643378972	1.0	normal
66	0.954082265525898	1	0.9443422452899236	0.9434873320281408	-724.1676478738456	-724.2253918012468	2	1	0.1154878548024953	0.7339807581403603	1.0	normal
67	0.9752276482356452	1	0.9517332296301548	0.9512710415187148	-746.3208751612121	-746.3386863144503	2	1	0.035622306476398	0.8502975985318961	1.0	normal
68	0.9195773685049046	1	0.986974897233122	0.9861613555486444	-743.4151606753559	-743.6052415748394	2	1	0.3801617989670376	0.5375166570462444	1.0	normal
69	0.8836075866400478	1	0.9664344922375168	0.9655037364711816	-722.3743429638434	-722.7780658721119	2	1	0.8074458165369833	0.3688764749456442	1.0	normal
70	0.991235964821566	1	0.9806625292146508	0.9808309610672556	-718.3832879012568	-718.3852657764083	2	1	0.0039557503030209	0.9498503108741742	1.0	normal
71	1.097648103118723	1	0.9740123437715752	0.9744451610131204	-747.4993254341548	-747.7514035453044	2	1	0.504156222299116	0.4776795847140147	1.0	normal
72	0.8351181976023947	1	1.045066544905531	1.043896303688971	-705.5441089511453	-706.4141988441136	2	1	1.740179785936562	0.1871160483547706	1.0	normal
73	0.7896091491832127	1	0.9334110636939572	0.9318764056990678	-664.5363498980163	-666.0229850066889	2	1	2.973270217345316	0.0846505744720204	1.0	normal
74	0.865470981069601	1	0.9760291362322532	0.9750991166457932	-612.399051016169	-612.8676582062226	2	1	0.937214380107207	0.332995262984404	1.0	normal
75	0.8395237526420483	1	0.9640613434231092	0.9631391447693582	-587.649404809545	-588.2896904126843	2	1	1.280571206278637	0.2577928562313563	1.0	normal
76	0.7594144734244119	1	0.9218956893120768	0.9203544509377836	-480.1899625116874	-481.3983091707395	2	1	2.41669331810408	0.1200480968689877	1.0	normal
77	0.6654465032562719	1	0.834593552724522	0.8322863207862983	-465.446169605338	-468.8005999098647	2	1	6.708860609053431	0.0095935002900559	1.0	normal
78	0.9442610107844572	1	0.7442015180955753	0.7442381505572122	-499.8918815664354	-499.9686993208001	2	1	0.1536355087293941	0.6950850667353319	1.0	normal
79	0.8994662005129408	1	0.7500868252887155	0.7500022670814589	-504.055849964304	-504.3202614191937	2	1	0.5288229097793646	0.4671021534628721	1.0	normal
80	0.756981195678144	1	0.7322145706178698	0.7325591732850854	-471.4451551407381	-473.0761531789812	2	1	3.261996076486184	0.0709027698434917	1.0	normal
81	0.732493219497626	1	0.7016975629845691	0.7017335864562103	-460.021344504764	-461.879844311214	2	1	3.71699961289994	0.0538610743323906	1.0	normal
82	1.003575818270045	1	0.7967301877885833	0.7968569616697989	-538.6906544652048	-538.6909644647351	2	1	0.0006199990605182	0.980134902453196	1.0	normal
83	1.055219973663669	1	0.9319253740947552	0.9319693696015076	-661.711238029277	-661.7981696518445	2	1	0.1738632451351805	0.6767009965143904	1.0	normal
84	1.027304224484332	1	0.9206729372905632	0.9208251951104316	-656.6548295758671	-656.6763755472792	2	1	0.0430919428242759	0.8355522452420147	1.0	normal
85	0.9829898273642832	1	0.8477135961031377	0.8475649166237935	-694.1905481416031	-694.199395013997	2	1	0.0176937447877207	0.8941792744896495	1.0	normal
86	1.07010580256081	1	0.8244144307359501	0.8246820717719322	-684.562221498151	-684.7025841606367	2	1	0.2807253249713995	0.5962262067769514	1.0	normal
87	1.071254857072326	1	0.8966098958496396	0.8969642090431739	-692.4514485897688	-692.6008685323807	2	1	0.2988398852237424	0.5846106241984279	1.0	normal
88	0.9930250523972164	1	0.939510219642428	0.9397156521613178	-697.5694975678407	-697.5711736969547	2	1	0.0033522582280056	0.953829327126711	1.0	normal
89	1.031919023076941	1	0.9850335983915522	0.9854623372697588	-702.0924348021451	-702.1242741516828	2	1	0.0636786990753535	0.8007733362624014	1.0	normal
90	1.144590990090458	1	0.9729735738243536	0.974413025819066	-740.6022575129444	-741.2371182134464	2	1	1.269721401003835	0.259818951443109	1.0	normal
91	0.8944426373645005	1	0.9970235802247778	0.995417972174384	-715.4367408435919	-715.8413921568894	2	1	0.8093026265948993	0.3683265097429412	1.0	normal
92	0.8301580513304682	1	0.8658860474605687	0.8644181726021332	-592.5488873379873	-593.4863069869554	2	1	1.874839297936205	0.1709218563811274	1.0	normal
93	0.8327217637035368	1	0.8369694245584173	0.8355143185090211	-511.1845905978931	-511.9993847398542	2	1	1.629588283922203	0.2017600041893152	1.0	normal
94	0.8354106282890321	1	0.992282925806464	0.9904221897582184	-532.0570833321437	-532.8433630822599	2	1	1.572559500232273	0.2098357013140711	1.0	normal
95	0.9025816811828712	1	0.8840451292157525	0.8832687311997407	-511.3592593839494	-511.5978680244605	2	1	0.4772172810221491	0.4896854850352897	1.0	normal
96	0.7290296497963892	1	0.8891559877879602	0.8868257739206142	-500.5676122276955	-502.5080412483235	2	1	3.880858041256033	0.0488395910776484	1.0	normal
97	0.8019529717680252	1	0.9188333645975416	0.9173391862979392	-495.0254874325699	-495.8585232659653	2	1	1.666071666790799	0.1967855295899485	1.0	normal
98	0.8190186022201156	1	0.8912890564303974	0.8912997941482859	-507.0839909323799	-507.827154063189	2	1	1.486326261618274	0.2227873371478214	1.0	normal
99	0.6799764625167998	1	0.8779622494106869	0.8760165714761365	-398.5512906703254	-400.7127429433263	2	1	4.322904546001837	0.0376026856932293	1.0	normal
100	0.6631088179063725	1	0.8072847815053483	0.8079676966551709	-360.8865749240016	-362.6758783565238	2	1	3.578606865044208	0.0585282158603991	1.0	normal
101	0.9924382184986956	1	0.9317357490547672	0.9321185158157868	-506.0863142691724	-506.0872577198166	2	1	0.0018869012884579	0.9653520063859858	1.0	normal
102	0.9889866406622152	1	0.8972424106836774	0.8970443525670586	-553.2137008320366	-553.2158553397408	2	1	0.0043090154083529	0.9476619813483016	1.0	normal
103	1.004914749357988	1	0.8122633381957532	0.8123540764616317	-556.4210823036894	-556.4215915038799	2	1	0.0010184003808717	0.9745419210655948	1.0	normal
104	1.076629525728103	1	0.8705208414278678	0.8708747509190441	-591.6513404168915	-591.7693588134612	2	1	0.2360367931394194	0.6270833206633013	1.0	normal
105	1.125647819855368	1	0.8429450610243004	0.8431969680009765	-597.15470990317	-597.5056911085624	2	1	0.7019624107847449	0.402125080474979	1.0	normal
106	1.368002833952029	1	0.7882901748886715	0.7889173376473819	-653.7999956896466	-656.6725986777509	2	1	5.745205976208581	0.0165337166953125	1.0	normal
107	1.317787141799439	1	0.8049669971085335	0.8055218970581864	-642.4490557089168	-644.6400943928	2	1	4.382077367766442	0.0363187075483907	1.0	normal
108	1.317767594740308	1	0.8049501802213799	0.8055233394770814	-642.4490560142868	-644.6400943984721	2	1	4.382076768370553	0.0363187203194781	1.0	normal
109	1.227886165284787	1	0.831977874113959	0.8325915633805994	-653.4257507693819	-654.720858170476	2	1	2.590214802188257	0.1075257525127654	1.0	normal
110	1.073708936113474	1	0.6973947716402845	0.6976624095099083	-510.1373287237319	-510.2638980692554	2	1	0.2531386910470701	0.614873648415303	1.0	normal
111	1.025879087712186	1	0.7058594418500139	0.70572183093563	-521.7494333245872	-521.7645196122512	2	1	0.0301725753279242	0.8620992346350074	1.0	normal
112	1.078613299835317	1	0.758946755962643	0.7591036129552513	-522.3877895230793	-522.5068871013084	2	1	0.2381951564582323	0.6255127175497643	1.0	normal
113	1.007606196178044	1	0.8306235560969774	0.8304961107672352	-511.1248889713831	-511.1259915888518	2	1	0.0022052349374916	0.9625451642526182	1.0	normal
114	0.8404971615775685	1	0.8675100945891046	0.8678613075870588	-499.3057179111208	-499.7590135808914	2	1	0.9065913395412508	0.3410204572613879	1.0	normal
115	0.4825065977348756	1	0.8728136462171912	0.8726644012193746	-435.2308651526838	-440.8295395786731	2	1	11.19734885197863	0.0008191428180183	0.1425308503351842	normal
116	0.5183656547560871	1	0.873041002259145	0.8709171912383638	-454.073308708714	-459.380872156315	2	1	10.61512689520202	0.0011216625588725	0.195169285243815	normal
117	0.518364789317917	1	0.8728926916166987	0.8709268395119716	-454.0733065977786	-459.3808720665589	2	1	10.61513093756059	0.0011216601067831	0.1951688585802594	normal
118	0.9466817957560724	1	0.8855894630758592	0.8856123835249436	-498.9159388621769	-498.9589131955815	2	1	0.0859486668092586	0.7693921903314997	1.0	normal
119	0.8722927866394367	1	0.8997912140474319	0.899002766985002	-559.7746076663666	-560.0685598624026	2	1	0.5879043920720051	0.4432306233717097	1.0	normal
120	0.9373159467556238	1	0.9274237022212212	0.92727886384682	-501.4947414053868	-501.5556806510594	2	1	0.1218784913452282	0.7270059776255675	1.0	normal
121	0.8629891409852347	1	0.9526744210712204	0.9518375386189248	-502.8592818499358	-503.1697163944617	2	1	0.6208690890518938	0.4307245103667863	1.0	normal
122	1.172335061372356	1	1.063572528347197	1.065336632712587	-576.2249392678166	-576.694009474755	2	1	0.9381404138769084	0.3327565389572118	1.0	normal
123	1.274714328744817	1	1.068626281194985	1.07218804429011	-577.9574077977647	-579.1696872280613	2	1	2.424558860593152	0.1194468632317685	1.0	normal
124	1.311593397216728	1	1.105015458416952	1.10845027717367	-585.5309334309529	-587.0948927680893	2	1	3.127918674272678	0.0769619389985351	1.0	normal
125	1.566730919759379	1	1.239350624579325	1.245953318556475	-622.8725916205326	-627.5631352108226	2	1	9.381087180579923	0.0021923549369224	0.3814697590244976	normal
126	1.41339109471979	1	1.167580681401839	1.171074948764563	-679.7211884864006	-682.8352378382258	2	1	6.228098703650403	0.0125738672519402	1.0	normal
127	1.182297733153497	1	1.107374462249458	1.109412751729525	-652.9155087831323	-653.6151577729452	2	1	1.399297979625771	0.2368411471402425	1.0	normal
128	1.281340779629198	1	1.113965273529359	1.118540596197993	-655.9639192080936	-657.458516909562	2	1	2.989195402936957	0.0838218074778444	1.0	normal
129	1.431616543929602	1	1.136467244357336	1.14339389019254	-779.6115147814148	-783.6664720560085	2	1	8.109914549187351	0.0044023801944367	0.7660141538319858	normal
130	1.647250720695494	1	1.189319464096104	1.197702105367438	-852.7419288893819	-862.4511135065569	2	1	19.41836923434994	1.049923350360249e-05	0.0018268666296268332	SAE
131	1.579514811615321	1	1.029357932133796	1.033860875014271	-826.5999980789142	-835.0564055953406	2	1	16.9128150328529	3.913647326803105e-05	0.006809746348637402	SAE
132	1.682010372007664	1	1.028781625693944	1.0350293059916	-744.5341088159131	-754.4116795678207	2	1	19.75514150381514	8.802457195589142e-06	0.0015316275520325107	SAE
133	1.522791038524747	1	0.9841832332248638	0.9904843306981552	-740.4800198364204	-747.2621941953051	2	1	13.56434871776946	0.0002305223875365	0.040110895431351	SAE
134	1.33369895165495	1	0.8774638300775669	0.8813371382701747	-695.6634584319818	-698.6494591401859	2	1	5.972001416408148	0.0145347749782358	1.0	normal
135	1.499149194326976	1	1.005455047282179	1.013021562830385	-770.8496442310226	-777.321022042576	2	1	12.9427556231069	0.0003211619084153	0.0558821720642622	normal
136	1.447372550488984	1	1.025398152947521	1.031091103586549	-745.0207172571938	-750.0906015203949	2	1	10.13976852640212	0.0014510438327244	0.25248162689404563	normal
137	1.430885840635044	1	1.12284586147231	1.1271584266681	-792.9699569159883	-798.0622905357864	2	1	10.18466723959614	0.0014161327504057	0.24640709857059181	normal
138	1.296626541547063	1	0.984729489353588	0.9872026731646072	-701.9176213692366	-704.1929326694674	2	1	4.550622600461566	0.0329067786868817	1.0	normal
139	1.188295052102444	1	0.8385912685427918	0.8404898856800643	-655.6066106255204	-656.595607742525	2	1	1.977994234009202	0.1596018696700501	1.0	normal
140	1.000379824055258	1	0.8801035501736851	0.880213405056926	-587.5575651950096	-587.5575664207477	2	1	2.451476120768348e-06	0.9987507374597752	1.0	normal
141	0.9840660879672106	1	0.8733819635051389	0.8734162039233887	-635.4092542785455	-635.4159422852198	2	1	0.0133760133485338	0.907926196677189	1.0	normal
142	1.090515998944135	1	0.7884264912338085	0.7889420249889847	-593.3018138397288	-593.4846260278968	2	1	0.3656243763359726	0.5453990725707089	1.0	normal
143	1.256630870171158	1	0.7613974499788745	0.763464329335082	-565.5764242179505	-566.6920250159574	2	1	2.231201596013761	0.1352486300573599	1.0	normal
144	1.039681585326807	1	0.6900837823504629	0.6904509982258358	-499.0964630379292	-499.1213071442147	2	1	0.0496882125710271	0.8236066977524716	1.0	normal
145	1.147100454975807	1	0.6585721353085499	0.6603933054472265	-499.1737752096849	-499.4850353788506	2	1	0.6225203383313556	0.4301122516518917	1.0	normal
146	1.414042327216213	1	0.5194199541987136	0.5219262729910106	-500.1770717053511	-502.795182811612	2	1	5.236222212521852	0.0221212604564501	1.0	normal
147	1.322973987919291	1	0.6002059773080918	0.6020544372842395	-536.1443872607191	-537.8636083248107	2	1	3.438442128183169	0.0636957263059823	1.0	normal
148	1.221485171954263	1	0.6974575752621308	0.6988009713202512	-526.6033305943815	-527.251987379527	2	1	1.297313570290953	0.254704514605671	1.0	normal
149	1.664060781441724	1	0.6950658015761128	0.6982798694492747	-590.4324067997835	-596.0697176409454	2	1	11.27462168232387	0.0007857386570896	0.13671852633359038	normal
150	1.681957666963259	1	0.695778481204458	0.6988400882046626	-629.1960045832788	-635.8943243601265	2	1	13.39663955369542	0.0002520755030118	0.0438611375240532	SAE
151	1.855700361644353	1	0.7625788595789954	0.7662405951378799	-705.3324077657079	-716.8131370455792	2	1	22.9614585597426	1.652820602271454e-06	0.000287590784795233	SAE
152	1.763381655543364	1	0.8804027592760615	0.8840311162532929	-788.2284930413489	-799.2541401172844	2	1	22.05129415187093	2.654606434782103e-06	0.0004619015196520859	SAE
153	1.627710024485424	1	0.7998848273587224	0.8020011156270876	-774.3334213364927	-782.9717191122577	2	1	17.27659555152991	3.231426034522311e-05	0.005622681300068821	SAE
154	1.831815148305442	1	0.8737928010342618	0.8778294304665865	-851.3098328748131	-866.3319041930386	2	1	30.04414263645094	4.2232224939375846e-08	7.348407139451397e-06	SAE
155	1.610823485988106	1	0.9995235693755012	1.003176138399245	-821.0547889102615	-828.9259711565592	2	1	15.74236449259524	7.258030060319776e-05	0.01262897230495641	SAE
156	1.723963134927436	1	1.008492177876893	1.012976843109186	-755.741339456069	-765.6211701241227	2	1	19.75966133610746	8.781664903367847e-06	0.0015280096931860054	SAE
157	1.58807243061107	1	0.967229396921531	0.9722480938246416	-731.6126224175749	-738.5166118661463	2	1	13.80797889714268	0.0002024745365422	0.0352305693583428	SAE
158	1.333098704956474	1	0.9381142783637264	0.9414152478194032	-677.623426866348	-679.8698683530524	2	1	4.492882973408769	0.034036232449594	1.0	normal
159	1.223552292693837	1	0.906237277563736	0.9086111316834814	-667.2225262652355	-668.3031289457874	2	1	2.161205361103839	0.1415336269842287	1.0	normal
160	0.8681518075273047	1	0.9505031418722332	0.9489058946112676	-639.0486061872978	-639.5236047437555	2	1	0.9499971129155256	0.3297200322508161	1.0	normal
161	0.7019964412728605	1	0.8536843438226472	0.8504734573617555	-582.4902871337647	-585.2541686901709	2	1	5.527763112812409	0.0187170194518154	1.0	normal
162	0.7263524078184016	1	0.893273636033056	0.8896346981426244	-577.0055738367997	-578.9874372715155	2	1	3.963726869431639	0.0464906654941956	1.0	normal
163	0.3993058522512637	1	0.7438687529247006	0.737008863302402	-463.2787786531027	-473.7645748631847	2	1	20.97159242016403	4.661442200126764e-06	0.000811090942822057	SCE
164	0.5607140659873707	1	0.5918246189645329	0.5871055165859936	-462.1558647698677	-467.5922203956706	2	1	10.87271125160566	0.0009759155724899	0.16980930961324261	normal
165	0.4649494941423563	1	0.6272710149567627	0.6212631001537757	-535.3757807979181	-547.71627448567	2	1	24.68098737550395	6.764824831417826e-07	0.00011770795206667017	SCE
166	0.4935971812612424	1	0.6233429508197381	0.61806226109467	-529.8713587888853	-540.5565397565962	2	1	21.37036193542167	3.78578493975823e-06	0.000658726579517932	SCE
167	0.469582359882533	1	0.6322939473559357	0.6264692134475149	-533.1877396846792	-546.0381492579211	2	1	25.70081914648381	3.98657805544822e-07	6.936645816479903e-05	SCE
168	0.4300242959924214	1	0.6172146985528888	0.6109869244388072	-494.6990310625809	-509.06583554516	2	1	28.73360896515828	8.304985466001115e-08	1.445067471084194e-05	SCE
169	0.4625812713981023	1	0.5479948439009604	0.5438978951591664	-465.6292654388095	-477.1544137424409	2	1	23.05029660726268	1.57818159840506e-06	0.0002746035981224804	SCE
170	0.5678379432671006	1	0.54546325748269	0.542985055591092	-488.6899947489836	-495.8387955453663	2	1	14.29760159276543	0.0001560635970717	0.027155065890475803	SCE
171	0.5877089345970385	1	0.5481345889819086	0.546677770831083	-509.994177316023	-517.2977019961943	2	1	14.60704936034256	0.0001324182761377	0.0230407800479598	SCE
172	0.5893498144995254	1	0.6126755347875162	0.6111117995593471	-485.8468472078069	-493.0582521661066	2	1	14.42280991659948	0.0001460228574453	0.0254079771954822	SCE
173	0.4982705488696513	1	0.6511771139189116	0.651094042317572	-401.0549201821034	-410.8502659931737	2	1	19.59069162214053	9.593546338448888e-06	0.0016692770628901066	SCE
